speed,brake,steering,road,traffic,visibility,tyre,risk
67.11819340844143,35.67740999171202,-1.669737923514937,0,2,87.54959312747158,0,MEDIUM
65.71655754780903,36.578767914945885,9.078897823067386,0,2,80.10301369765102,0,MEDIUM
63.41199600677996,2.0173243588702476,-14.332048150000444,1,0,83.2258550552172,0,MEDIUM
64.16095901299863,18.399158380437797,21.073450559526794,1,0,100.0,0,MEDIUM
56.25648177474134,56.14730195489819,-6.5451288986047125,0,2,86.28020164102881,1,MEDIUM
20.0,24.827731795012433,-13.737150695189923,1,2,91.90030607641016,0,MEDIUM
68.27512307327432,32.6525055510867,1.7162978619138183,0,0,90.46590778859417,0,SAFE
53.96326581942882,58.794473914803675,4.506607231790636,1,0,57.13601018498798,1,MEDIUM
60.95529935243859,3.800476721092771,19.188327561310626,0,0,85.39456836477356,1,MEDIUM
26.119691730931294,91.86225206263268,-12.20019804950804,1,0,45.420898718619,0,MEDIUM
85.76844909116292,0.0,-4.5148137745345664,1,0,75.38331110544563,1,MEDIUM
34.84081149277027,73.81170271787357,-11.376424530236037,0,2,75.01435559559769,1,HIGH
69.60311187174946,13.561909239314176,-12.306768747241179,0,2,58.12348457701595,1,MEDIUM
75.22728558399606,44.1992342136808,16.271116701804058,1,2,92.33387996845516,0,HIGH
49.83076331713091,62.29256143490609,-11.185930302573333,0,2,73.79369680426828,0,MEDIUM
59.67461981508995,11.788803180190115,-2.2654582730825488,0,1,100.0,1,MEDIUM
70.87977571717711,41.68933674872364,-4.173494244407125,0,2,30.739347460543932,0,MEDIUM
81.56728055580973,24.702810409235482,-13.206958112364095,0,1,43.74730443672705,0,MEDIUM
36.32556789504508,29.367229887349698,-0.49817306047410936,1,1,69.83970099876123,0,MEDIUM
84.49188802261078,55.34751233841837,27.082834572876873,0,0,65.82514085822815,0,MEDIUM
104.91441836742098,0.0,14.859295197132338,0,2,84.78385034539791,0,MEDIUM
85.71520218776861,60.49955942767041,-11.200432704180132,1,0,63.96005650995911,0,MEDIUM
65.34395626522303,15.452874316187845,-6.852243385019722,1,0,48.69451099876075,0,MEDIUM
72.87630329733996,62.42424966783688,-9.220602051547482,0,0,60.47493100332526,0,SAFE
68.17593439179426,31.59472030742367,3.4550161386707523,1,0,72.59565916185564,0,MEDIUM
65.89686305099741,68.35817538818851,-23.319972148042265,1,0,60.21991507034169,1,HIGH
74.59469589047939,24.79974553597964,13.066295715636251,1,1,85.18918442461424,1,HIGH
74.37751014976942,33.70114678737497,-12.326653402289915,0,1,40.39198513294467,1,MEDIUM
73.00720410132114,28.57586186894614,6.672640190131369,0,1,98.92974811356208,0,SAFE
67.29487242193771,58.65063310716488,14.380653998072326,0,0,57.45696857704643,0,SAFE
114.81887407551136,28.946300864661332,5.2576806202216435,1,1,57.72881245812771,0,MEDIUM
98.46391275146235,0.0,0.503530013698679,1,1,71.41168197592455,1,HIGH
63.214540929643064,77.66832455808873,-3.2054875951365958,1,0,26.60225126199012,0,MEDIUM
54.770742249937925,100.0,-16.47771283966488,1,0,55.085842400012744,0,MEDIUM
49.585733109933294,25.086231530809652,5.281296077925308,0,0,58.31029547856903,0,SAFE
45.19588664028542,18.918928150812366,0.7037378625924869,0,2,82.57994352033823,0,MEDIUM
54.74581383332126,22.233142857146255,-15.781702390870533,1,0,54.73926738192038,1,MEDIUM
71.42599350101943,65.03209848785275,-5.985061076716383,1,0,51.389900336697735,0,MEDIUM
20.0,63.306094006441555,5.849509445360609,0,2,69.76083636428942,1,MEDIUM
82.47550534334117,57.12860970259463,10.194302958166013,1,0,77.83807850113377,1,MEDIUM
